,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,1st_APPEARANCE,YEAR,DC_MV
21100,Eochaid Bres (New Earth),Public Identity,Bad Characters,None,Green Hair,Female Characters,Straight,Living Characters,3.0,2,1986.0,0
21101,Jonah (New Earth),Secret Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Deceased Characters,3.0,4,1986.0,0
21104,Pietr Brenovich (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,12,1986.0,0
21106,Blackjack McCullough (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,3.0,9,1985.0,0
21108,Nacht (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,3.0,4,1985.0,0
21109,Zyklon (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,1985.0,0
21110,Death Dealer (New Earth),Secret Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Deceased Characters,3.0,8,1984.0,0
21113,Incognito (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,11,1984.0,0
21114,Joel Cochin (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,3.0,3,1984.0,0
21117,Pinball Wizard (Earth-One),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,10,1984.0,0
21118,Proteus (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,10,1984.0,0
21119,Stratos (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,11,1984.0,0
21120,Yron (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,11,1984.0,0
21121,Avir (New Earth),Public Identity,Good Characters,Black Eyes,White Hair,Female Characters,Straight,Deceased Characters,3.0,4,1983.0,0
21122,Brin (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Straight,Deceased Characters,3.0,8,1983.0,0
21123,Caellich (New Earth),Public Identity,Neutral Characters,Red Eyes,None,Male Characters,Straight,Deceased Characters,3.0,9,1983.0,0
21124,Deraegis (New Earth),Public Identity,Bad Characters,Red Eyes,None,Male Characters,Straight,Deceased Characters,3.0,9,1983.0,0
21126,Leroy Merkyn (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,7,1983.0,0
21128,Taren (New Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,Straight,Deceased Characters,3.0,9,1983.0,0
21133,Renard Traquer (Earth-One),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,1,1982.0,0
21137,Antonio Ramirez (Earth-One),Secret Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,10,1981.0,0
21139,Spak-Drom (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,5,1981.0,0
21146,Sizematic (New Earth),Secret Identity,Bad Characters,Black Eyes,None,Male Characters,Straight,Living Characters,3.0,4,1977.0,0
21147,Ace of Spades I (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,2,1976.0,0
21149,Bananas (New Earth),Secret Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,9,1975.0,0
21150,Good Looks (New Earth),Secret Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,9,1975.0,0
21152,Krunch (New Earth),Secret Identity,Good Characters,None,Red Hair,Male Characters,Straight,Living Characters,3.0,9,1975.0,0
21153,Liza Warner (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,7,1975.0,0
21154,Non-Fat (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,9,1975.0,0
21156,Ulysses Grant (New Earth),Public Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,8,1974.0,0
21159,Head (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,10,1972.0,0
21163,John Deleon (New Earth),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,3.0,11,1969.0,0
21164,Angel Devlin (New Earth),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,4,1968.0,0
21166,Lee Carver (New Earth),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,4,1968.0,0
21167,Byron Williams (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,3.0,6,1967.0,0
21170,Djuba (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,2,1967.0,0
21171,Gilbert Jeffries (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,6,1967.0,0
21172,Philip Folger (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,6,1967.0,0
21173,Cernunnos (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Deceased Characters,3.0,11,1966.0,0
21174,Ding-Dong Daddy (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,6,1966.0,0
21175,Doctor Drew (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,11,1966.0,0
21177,Shaggy Man II (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Straight,Living Characters,3.0,6,1966.0,0
21180,Frederick Storm (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,12,1964.0,0
21185,Bulldozer Nichols (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,6,1960.0,0
21186,Brave Bow (New Earth),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Straight,Living Characters,3.0,7,1959.0,0
21187,Albrecht Raines (New Earth),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,3,1958.0,0
21192,Emery Zackro (New Earth),Public Identity,Good Characters,None,White Hair,Male Characters,Straight,Living Characters,3.0,6,1951.0,0
21195,Brane (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,12,1944.0,0
21196,Richard (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,12,1944.0,0
21198,Yellow Wasp (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,8,1943.0,0
21199,Benito Mussolini (New Earth),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,9,1942.0,0
21206,Anton Schott (New Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Straight,Living Characters,2.0,1,2011.0,0
21207,Bixby Rhodes (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,2.0,6,2011.0,0
21209,Clive (New Earth),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Deceased Characters,2.0,3,2011.0,0
21211,Enyo (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Straight,Living Characters,2.0,1,2011.0,0
21213,Figment (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,7,2011.0,0
21214,Henry Hackenbacker (New Earth),Public Identity,Good Characters,None,Blond Hair,Male Characters,Straight,Living Characters,2.0,3,2011.0,0
21215,Id (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,2,2011.0,0
21216,Korrigan (New Earth),Secret Identity,Bad Characters,None,Red Hair,Female Characters,Straight,Living Characters,2.0,2,2011.0,0
21217,Lewis Bayard (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,5,2011.0,0
21218,Maggie Mxyzptlk (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,2.0,2,2011.0,0
21219,Manuel Carlito (New Earth),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,2.0,5,2011.0,0
21220,Marcus Teman (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,5,2011.0,0
21221,Miranda (New Earth),Secret Identity,Bad Characters,None,None,Female Characters,Straight,Living Characters,2.0,7,2011.0,0
21223,Organ Grinder (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,1,2011.0,0
21224,Prince (New Earth),Secret Identity,Good Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,2.0,6,2011.0,0
21225,Rayhan Mazin (New Earth),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,2.0,7,2011.0,0
21226,Super-Chief II (New Earth),Secret Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,2.0,5,2011.0,0
21227,Tiger Shark (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,8,2011.0,0
21228,William II (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,2,2011.0,0
21229,Zone Child (New Earth),Public Identity,Bad Characters,Yellow Eyes,None,Male Characters,Straight,Living Characters,2.0,5,2011.0,0
21230,Alera (New Earth),Public Identity,Good Characters,Green Eyes,White Hair,Female Characters,Straight,Living Characters,2.0,10,2010.0,0
21231,Benjamin Vitale (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,2.0,9,2010.0,0
21233,Bizarro Martian Manhunter (New Earth),Secret Identity,Neutral Characters,None,None,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21234,Blind Fury (New Earth),Secret Identity,Bad Characters,None,White Hair,Female Characters,Straight,Living Characters,2.0,12,2010.0,0
21235,Brute IV (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2010.0,0
21236,Captain Cornwall (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21237,Captain Moondust (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21238,Chair (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,4,2010.0,0
21241,Dark Druid (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21245,Edward English (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,3,2010.0,0
21246,Elijah (New Earth),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Deceased Characters,2.0,10,2010.0,0
21247,Evan Gibson (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,2.0,8,2010.0,0
21248,Faceoff (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Homosexual Characters,Living Characters,2.0,12,2010.0,0
21249,Fro (New Earth),Secret Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21251,Henri Ducart (New Earth),Public Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,2.0,5,2010.0,0
21255,Lotta (New Earth),Public Identity,Good Characters,Green Eyes,Purple Hair,Female Characters,Straight,Living Characters,2.0,10,2010.0,0
21256,Malia (New Earth),Public Identity,Bad Characters,None,White Hair,Female Characters,Straight,Living Characters,2.0,1,2010.0,0
21259,Narok (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,2.0,1,2010.0,0
21262,Phil (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Straight,Living Characters,2.0,10,2010.0,0
21263,Pisces (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2010.0,0
21264,Professional Scotsman (New Earth),Secret Identity,Good Characters,None,Grey Hair,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21266,Sebastian Rothschild (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,2.0,4,2010.0,0
21269,Spike II (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2010.0,0
21270,Tangle (New Earth),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,2.0,2,2010.0,0
21271,Tongs (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,12,2010.0,0
21272,Viktor Burgos (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,2.0,6,2010.0,0
21274,Ace of Clubs III (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2009.0,0
21275,Ace of Diamonds II (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2009.0,0
21276,Ace of Hearts II (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2009.0,0
21277,Agent Liberty II (New Earth),Secret Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,2.0,10,2009.0,0
21278,Ak-Var (New Earth),Public Identity,Neutral Characters,None,Blond Hair,Male Characters,Straight,Deceased Characters,2.0,8,2009.0,0
21279,Alkistis (New Earth),Public Identity,Good Characters,None,Brown Hair,Female Characters,Straight,Living Characters,2.0,12,2009.0,0
21280,Beaumont (New Earth),Secret Identity,Good Characters,None,Blond Hair,Male Characters,Straight,Living Characters,2.0,8,2009.0,0
21281,Big Game (New Earth),Secret Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Deceased Characters,2.0,5,2009.0,0
21283,Boss Bishonen (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2009.0,0
21284,Catherine Hamilton (New Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,Straight,Living Characters,2.0,10,2009.0,0
21285,Deadcoil (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,2.0,1,2009.0,0
21290,Dregz (New Earth),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,2.0,2,2009.0,0
21292,Gabriel Santo (New Earth),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,2.0,11,2009.0,0
21294,Jennifer Rice (New Earth),Secret Identity,Good Characters,None,Black Hair,Female Characters,Straight,Living Characters,2.0,2,2009.0,0
21300,Lyle Blanco (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,2.0,10,2009.0,0
21303,Nazo Baluda (New Earth),Secret Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,2.0,10,2009.0,0
21304,Orlan (New Earth),Public Identity,Good Characters,White Eyes,None,Male Characters,Straight,Living Characters,2.0,1,2009.0,0
21307,Samuel Aerons (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,10,2009.0,0
21308,Sunny Jim (New Earth),Secret Identity,Good Characters,None,Blond Hair,Male Characters,Straight,Living Characters,2.0,8,2009.0,0
21310,Tes Ak-Var (New Earth),Public Identity,Neutral Characters,None,Red Hair,Female Characters,Straight,Deceased Characters,2.0,8,2009.0,0
21311,Todd Rice (Some Years Later),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,2.0,2,2009.0,0
21312,Akhlut (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Deceased Characters,2.0,8,2008.0,0
21317,Dai Yokohama (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,2.0,7,2008.0,0
21318,Empathy (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Straight,Living Characters,2.0,3,2008.0,0
21322,Jonathan Banks (New Earth),Secret Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,2.0,6,2008.0,0
21325,Primat (New Earth),Public Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,2.0,7,2008.0,0
21326,Sabine Roth (New Earth),Secret Identity,Good Characters,Brown Eyes,Grey Hair,Female Characters,Straight,Living Characters,2.0,2,2008.0,0
